553778616 : 	FA	FA	FA	FA	55	55	0	6E	
1222667696 : 	0	0	0	0	55	55	CC	8A	
1222707396 : 	0	0	0	0	55	55	CD	89	
1222787800 : 	0	0	0	0	55	55	CF	87	
1222869152 : 	0	0	0	0	55	55	D1	85	
1222907912 : 	0	0	0	0	55	55	D2	84	
1222987552 : 	0	0	0	0	55	55	D4	82	
1223066944 : 	0	0	0	0	55	55	D6	80	
1223107232 : 	0	0	0	0	55	55	D7	7F	
1223187300 : 	0	0	0	0	55	55	D9	7D	
1223267628 : 	0	0	0	0	55	55	DB	7B	
1223308088 : 	0	0	0	0	55	55	DC	7A	
1223388072 : 	0	0	0	0	55	55	DE	78	
1223467888 : 	0	0	0	0	55	55	E0	76	
1223508348 : 	0	0	0	0	55	55	E1	75	
1223588416 : 	0	0	0	0	55	55	E3	73	
1223667896 : 	0	0	0	0	55	55	E5	71	
1223708352 : 	0	0	0	0	55	55	E6	70	
1223787912 : 	0	0	0	0	55	55	E8	6E	
1223867728 : 	0	0	0	0	55	55	EA	6C	
1223907764 : 	0	0	0	0	55	55	EB	6B	
1223988088 : 	0	0	0	0	55	55	ED	69	
1224108200 : 	0	0	0	0	55	55	F0	66	
1224666728 : 	0	0	0	0	55	55	FE	58	
1224787256 : 	0	0	0	0	55	55	1	55	
1224987780 : 	0	0	0	0	55	55	6	50	
1225068352 : 	0	0	0	0	55	55	8	4E	
1225107196 : 	0	0	0	0	55	55	9	4D	
1225187608 : 	0	0	0	0	55	55	B	4B	
1225267760 : 	0	0	0	0	55	55	D	49	
1225308312 : 	0	0	0	0	55	55	E	48	
1225389312 : 	0	0	0	0	55	55	10	46	
1225467852 : 	0	0	0	0	55	55	12	44	
1225508140 : 	0	0	0	0	55	55	13	43	
1225587792 : 	0	0	0	0	55	55	15	41	
1225667944 : 	0	0	0	0	55	55	17	3F	
1225709168 : 	0	0	0	0	55	55	18	3E	
1225747076 : 	0	0	0	0	55	55	19	3D	
1225788388 : 	0	0	0	0	55	55	1A	3C	
1225868380 : 	0	0	0	0	55	55	1C	3A	
1225909172 : 	0	0	0	0	55	55	1D	39	
1225947080 : 	0	0	0	0	55	55	1E	38	
1225987796 : 	0	0	0	0	55	55	1F	37	
1226067696 : 	0	0	0	0	55	55	21	35	
1226109260 : 	0	0	0	0	55	55	22	34	
1226147008 : 	0	0	0	0	55	55	23	33	
1226187892 : 	0	0	0	0	55	55	24	32	
1226268468 : 	0	0	0	0	55	55	26	30	
1226307144 : 	0	0	0	0	55	55	27	2F	
1226389252 : 	0	0	0	0	55	55	29	2D	
1226468216 : 	0	0	0	0	55	55	2B	2B	
1226509364 : 	0	0	0	0	55	55	2C	2A	
1226589348 : 	0	0	0	0	55	55	2E	28	
1226668476 : 	0	0	0	0	55	55	30	26	
1226709448 : 	0	0	0	0	55	55	31	25	
1226789516 : 	0	0	0	0	55	55	33	23	
1226869416 : 	0	0	0	0	55	55	35	21	
1226907328 : 	0	0	0	0	55	55	36	20	
1226987992 : 	0	0	0	0	55	55	38	1E	
1227068316 : 	0	0	0	0	55	55	3A	1C	
1227109288 : 	0	0	0	0	55	55	3B	1B	
1227188168 : 	0	0	0	0	55	55	3D	19	
1227268244 : 	0	0	0	0	55	55	3F	17	
1227309804 : 	0	0	0	0	55	55	40	16	
1227388092 : 	0	0	0	0	55	55	42	14	
1227468328 : 	0	0	0	0	55	55	44	12	
1227509468 : 	0	0	0	0	55	55	45	11	
1227547376 : 	0	0	0	0	55	55	46	10	
1227586988 : 	0	0	0	0	55	55	47	F	
1227669268 : 	0	0	0	0	55	55	49	D	
1227709388 : 	0	0	0	0	55	55	4A	C	
1227789712 : 	0	0	0	0	55	55	4C	A	
1227867060 : 	0	0	0	0	55	55	4E	8	
1227908292 : 	0	0	0	0	55	55	4F	7	
1227987676 : 	0	0	0	0	55	55	51	5	
1228068172 : 	0	0	0	0	55	55	53	3	
1228108892 : 	0	0	0	0	55	55	54	2	
1228269368 : 	0	0	0	0	55	55	58	FE	
1228307536 : 	0	0	0	0	55	55	59	FD	
1228467416 : 	0	0	0	0	55	55	5D	F9	
1228508556 : 	0	0	0	0	55	55	5E	F8	
1228587268 : 	0	0	0	0	55	55	60	F6	
1228667508 : 	0	0	0	0	55	55	62	F4	
1228907800 : 	0	0	0	0	55	55	68	EE	
1229068284 : 	0	0	0	0	55	55	6C	EA	
1229187876 : 	0	0	0	0	55	55	6F	E7	
1229268456 : 	0	0	0	0	55	55	71	E5	
1229309428 : 	0	0	0	0	55	55	72	E4	
1229388476 : 	0	0	0	0	55	55	74	E2	
1229467440 : 	0	0	0	0	55	55	76	E0	
1229509692 : 	0	0	0	0	55	55	77	DF	
1229589592 : 	0	0	0	0	55	55	79	DD	
1229669492 : 	0	0	0	0	55	55	7B	DB	
1229708672 : 	0	0	0	0	55	55	7C	DA	
1229747092 : 	0	0	0	0	55	55	7D	D9	
1229787468 : 	0	0	0	0	55	55	7E	D8	
1229868388 : 	0	0	0	0	55	55	80	D6	
1229909528 : 	0	0	0	0	55	55	81	D5	
1229988324 : 	0	0	0	0	55	55	83	D3	
1230069580 : 	0	0	0	0	55	55	85	D1	
1230107492 : 	0	0	0	0	55	55	86	D0	
1230188156 : 	0	0	0	0	55	55	88	CE	
1230269076 : 	0	0	0	0	55	55	8A	CC	
1230309708 : 	0	0	0	0	55	55	8B	CB	
1230388840 : 	0	0	0	0	55	55	8D	C9	
1230469592 : 	0	0	0	0	55	55	8F	C7	
1230507500 : 	0	0	0	0	55	55	90	C6	
1230588336 : 	0	0	0	0	55	55	92	C4	
1230667904 : 	0	0	0	0	55	55	94	C2	
1230707252 : 	0	0	0	0	55	55	95	C1	
1230788596 : 	0	0	0	0	55	55	97	BF	
1230869608 : 	0	0	0	0	55	55	99	BD	
1230907520 : 	0	0	0	0	55	55	9A	BC	
1230989028 : 	0	0	0	0	55	55	9C	BA	
1231069520 : 	0	0	0	0	55	55	9E	B8	
1231109728 : 	0	0	0	0	55	55	9F	B7	
1231188948 : 	0	0	0	0	55	55	A1	B5	
1231270044 : 	0	0	0	0	55	55	A3	B3	
1231308200 : 	0	0	0	0	55	55	A4	B2	
1231388100 : 	0	0	0	0	55	55	A6	B0	
1231468688 : 	0	0	0	0	55	55	A8	AE	
1231509228 : 	0	0	0	0	55	55	A9	AD	
1231546796 : 	0	0	0	0	55	55	AA	AC	
1231586748 : 	0	0	0	0	55	55	AB	AB	
1231667332 : 	0	0	0	0	55	55	AD	A9	
1231708128 : 	0	0	0	0	55	55	AE	A8	
1231786668 : 	0	0	0	0	55	55	B0	A6	
1231869880 : 	0	0	0	0	55	55	B2	A4	
1231907028 : 	0	0	0	0	55	55	B3	A3	
1231988968 : 	0	0	0	0	55	55	B5	A1	
1232069460 : 	0	0	0	0	55	55	B7	9F	
1232147832 : 	0	0	0	0	55	55	B9	9D	
1232627656 : 	0	0	0	0	55	55	C5	91	
1232707812 : 	0	0	0	0	55	55	C7	8F	
1232788136 : 	0	0	0	0	55	55	C9	8D	
1232827748 : 	0	0	0	0	55	55	CA	8C	
1232868208 : 	0	0	0	0	55	55	CB	8B	
1232908156 : 	0	0	0	0	55	55	CC	8A	
1233068296 : 	0	0	0	0	55	55	D0	86	
1233108248 : 	0	0	0	0	55	55	D1	85	
1233189592 : 	0	0	0	0	55	55	D3	83	
1233267800 : 	0	0	0	0	55	55	D5	81	
1233308424 : 	0	0	0	0	55	55	D6	80	
1233387984 : 	0	0	0	0	55	55	D8	7E	
1233467880 : 	0	0	0	0	55	55	DA	7C	
1233508684 : 	0	0	0	0	55	55	DB	7B	
1233589940 : 	0	0	0	0	55	55	DD	79	
1233668652 : 	0	0	0	0	55	55	DF	77	
1233709620 : 	0	0	0	0	55	55	E0	76	
1233789608 : 	0	0	0	0	55	55	E2	74	
1233869080 : 	0	0	0	0	55	55	E4	72	
1233909116 : 	0	0	0	0	55	55	E5	71	
1233989100 : 	0	0	0	0	55	55	E7	6F	
1234070276 : 	0	0	0	0	55	55	E9	6D	
1234109888 : 	0	0	0	0	55	55	EA	6C	
1234147796 : 	0	0	0	0	55	55	EB	6B	
1234190040 : 	0	0	0	0	55	55	EC	6A	
1234269856 : 	0	0	0	0	55	55	EE	68	
1234310240 : 	0	0	0	0	55	55	EF	67	
1234389876 : 	0	0	0	0	55	55	F1	65	
1234468000 : 	0	0	0	0	55	55	F3	63	
1234509048 : 	0	0	0	0	55	55	F4	62	
1234590220 : 	0	0	0	0	55	55	F6	60	
1234667996 : 	0	0	0	0	55	55	F8	5E	
1234709052 : 	0	0	0	0	55	55	F9	5D	
1234787932 : 	0	0	0	0	55	55	FB	5B	
1234868348 : 	0	0	0	0	55	55	FD	59	
1234909396 : 	0	0	0	0	55	55	FE	58	
1234988616 : 	0	0	0	0	55	55	0	56	
1235068176 : 	0	0	0	0	55	55	2	54	
1235109232 : 	0	0	0	0	55	55	3	53	
1235189300 : 	0	0	0	0	55	55	5	51	
1235270220 : 	0	0	0	0	55	55	7	4F	
1235309916 : 	0	0	0	0	55	55	8	4E	
1235348080 : 	0	0	0	0	55	55	9	4D	
1235390156 : 	0	0	0	0	55	55	A	4C	
1235469208 : 	0	0	0	0	55	55	C	4A	
1235509244 : 	0	0	0	0	55	55	D	49	
1235589824 : 	0	0	0	0	55	55	F	47	
1235669636 : 	0	0	0	0	55	55	11	45	
1235709672 : 	0	0	0	0	55	55	12	44	
1235788984 : 	0	0	0	0	55	55	14	42	
1235827992 : 	0	0	0	0	55	55	15	41	
1235868452 : 	0	0	0	0	55	55	16	40	
1235910104 : 	0	0	0	0	55	55	17	3F	
1235948096 : 	0	0	0	0	55	55	18	3E	
1235990688 : 	0	0	0	0	55	55	19	3D	
1236070420 : 	0	0	0	0	55	55	1B	3B	
1236110108 : 	0	0	0	0	55	55	1C	3A	
1236189496 : 	0	0	0	0	55	55	1E	38	
1236270168 : 	0	0	0	0	55	55	20	36	
1236310284 : 	0	0	0	0	55	55	21	35	
1236388568 : 	0	0	0	0	55	55	23	33	
1236468296 : 	0	0	0	0	55	55	25	31	
1236508416 : 	0	0	0	0	55	55	26	30	
1236588404 : 	0	0	0	0	55	55	28	2E	
1236628528 : 	0	0	0	0	55	55	29	2D	
1236671108 : 	0	0	0	0	55	55	2A	2C	
1236710800 : 	0	0	0	0	55	55	2B	2B	
1236791040 : 	0	0	0	0	55	55	2D	29	
1236868560 : 	0	0	0	0	55	55	2F	27	
1236909532 : 	0	0	0	0	55	55	30	26	
1237388760 : 	0	0	0	0	55	55	3C	1A	
1237468664 : 	0	0	0	0	55	55	3E	18	
1237508612 : 	0	0	0	0	55	55	3F	17	
1237590212 : 	0	0	0	0	55	55	41	15	
1237670792 : 	0	0	0	0	55	55	43	13	
1237708532 : 	0	0	0	0	55	55	44	12	
1237790816 : 	0	0	0	0	55	55	46	10	
1237869776 : 	0	0	0	0	55	55	48	E	
1237910492 : 	0	0	0	0	55	55	49	D	
1237989200 : 	0	0	0	0	55	55	4B	B	
1238070384 : 	0	0	0	0	55	55	4D	9	
1238109816 : 	0	0	0	0	55	55	4E	8	
1238189804 : 	0	0	0	0	55	55	50	6	
1238269872 : 	0	0	0	0	55	55	52	4	
1238309652 : 	0	0	0	0	55	55	53	3	
1238390488 : 	0	0	0	0	55	55	55	1	
1238470472 : 	0	0	0	0	55	55	57	FF	
1238510080 : 	0	0	0	0	55	55	58	FE	
1238589896 : 	0	0	0	0	55	55	5A	FC	
1238670564 : 	0	0	0	0	55	55	5C	FA	
1238711024 : 	0	0	0	0	55	55	5D	F9	
1238748676 : 	0	0	0	0	55	55	5E	F8	
1238790580 : 	0	0	0	0	55	55	5F	F7	
1238870992 : 	0	0	0	0	55	55	61	F5	
1238910432 : 	0	0	0	0	55	55	62	F4	
1238989820 : 	0	0	0	0	55	55	64	F2	
1239068956 : 	0	0	0	0	55	55	66	F0	
1239108744 : 	0	0	0	0	55	55	67	EF	
1239190600 : 	0	0	0	0	55	55	69	ED	
1239270236 : 	0	0	0	0	55	55	6B	EB	
1239310188 : 	0	0	0	0	55	55	6C	EA	
1239348356 : 	0	0	0	0	55	55	6D	E9	
1239390172 : 	0	0	0	0	55	55	6E	E8	
1239470496 : 	0	0	0	0	55	55	70	E6	
1239510276 : 	0	0	0	0	55	55	71	E5	
1239590176 : 	0	0	0	0	55	55	73	E3	
1239670416 : 	0	0	0	0	55	55	75	E1	
1239709940 : 	0	0	0	0	55	55	76	E0	
1239790436 : 	0	0	0	0	55	55	78	DE	
1239870252 : 	0	0	0	0	55	55	7A	DC	
1239909948 : 	0	0	0	0	55	55	7B	DB	
1239990868 : 	0	0	0	0	55	55	7D	D9	
1240070680 : 	0	0	0	0	55	55	7F	D7	
1240110632 : 	0	0	0	0	55	55	80	D6	
1240190532 : 	0	0	0	0	55	55	82	D4	
1240268908 : 	0	0	0	0	55	55	84	D2	
1240308936 : 	0	0	0	0	55	55	85	D1	
1240348888 : 	0	0	0	0	55	55	86	D0	
1240391388 : 	0	0	0	0	55	55	87	CF	
1241068920 : 	0	0	0	0	55	55	98	BE	
1241148908 : 	0	0	0	0	55	55	9A	BC	
1241309472 : 	0	0	0	0	55	55	9E	B8	
1241389712 : 	0	0	0	0	55	55	A0	B6	
1241469356 : 	0	0	0	0	55	55	A2	B4	
1241510156 : 	0	0	0	0	55	55	A3	B3	
1241590568 : 	0	0	0	0	55	55	A5	B1	
1241670296 : 	0	0	0	0	55	55	A7	AF	
1241711184 : 	0	0	0	0	55	55	A8	AE	
1241749092 : 	0	0	0	0	55	55	A9	AD	
1241791336 : 	0	0	0	0	55	55	AA	AC	
1241871068 : 	0	0	0	0	55	55	AC	AA	
1241909656 : 	0	0	0	0	55	55	AD	A9	
1241949012 : 	0	0	0	0	55	55	AE	A8	
1241989556 : 	0	0	0	0	55	55	AF	A7	
1242071328 : 	0	0	0	0	55	55	B1	A5	
1242110936 : 	0	0	0	0	55	55	B2	A4	
1242191432 : 	0	0	0	0	55	55	B4	A2	
1242271764 : 	0	0	0	0	55	55	B6	A0	
1242310432 : 	0	0	0	0	55	55	B7	9F	
1242349108 : 	0	0	0	0	55	55	B8	9E	
1242389908 : 	0	0	0	0	55	55	B9	9D	
1242469128 : 	0	0	0	0	55	55	BB	9B	
1242509076 : 	0	0	0	0	55	55	BC	9A	
1242591528 : 	0	0	0	0	55	55	BE	98	
1242671768 : 	0	0	0	0	55	55	C0	96	
1242710272 : 	0	0	0	0	55	55	C1	95	
1242791108 : 	0	0	0	0	55	55	C3	93	
1242871688 : 	0	0	0	0	55	55	C5	91	
1242909680 : 	0	0	0	0	55	55	C6	90	
1242991280 : 	0	0	0	0	55	55	C8	8E	
1243069992 : 	0	0	0	0	55	55	CA	8C	
1243109940 : 	0	0	0	0	55	55	CB	8B	
1243191116 : 	0	0	0	0	55	55	CD	89	
1243270760 : 	0	0	0	0	55	55	CF	87	
1243311476 : 	0	0	0	0	55	55	D0	86	
1243390696 : 	0	0	0	0	55	55	D2	84	
1243471876 : 	0	0	0	0	55	55	D4	82	
1243509612 : 	0	0	0	0	55	55	D5	81	
1243591636 : 	0	0	0	0	55	55	D7	7F	
1243671876 : 	0	0	0	0	55	55	D9	7D	
1243711996 : 	0	0	0	0	55	55	DA	7C	
1243791392 : 	0	0	0	0	55	55	DC	7A	
1243871544 : 	0	0	0	0	55	55	DE	78	
1243911832 : 	0	0	0	0	55	55	DF	77	
1243991392 : 	0	0	0	0	55	55	E1	75	
1244070444 : 	0	0	0	0	55	55	E3	73	
1244111328 : 	0	0	0	0	55	55	E4	72	
1244191992 : 	0	0	0	0	55	55	E6	70	
1244271812 : 	0	0	0	0	55	55	E8	6E	
1244311756 : 	0	0	0	0	55	55	E9	6D	
1244391316 : 	0	0	0	0	55	55	EB	6B	
1244470960 : 	0	0	0	0	55	55	ED	69	
1244511848 : 	0	0	0	0	55	55	EE	68	
1244591068 : 	0	0	0	0	55	55	F0	66	
1244671308 : 	0	0	0	0	55	55	F2	64	
1244711944 : 	0	0	0	0	55	55	F3	63	
1244790988 : 	0	0	0	0	55	55	F5	61	
1244911348 : 	0	0	0	0	55	55	F8	5E	
1244992012 : 	0	0	0	0	55	55	FA	5C	
1245111608 : 	0	0	0	0	55	55	FD	59	
1245190404 : 	0	0	0	0	55	55	FF	57	
1245269536 : 	0	0	0	0	55	55	1	55	
1245310932 : 	0	0	0	0	55	55	2	54	
1245391428 : 	0	0	0	0	55	55	4	52	
1245589732 : 	0	0	0	0	55	55	9	4D	
1245709156 : 	0	0	0	0	55	55	C	4A	
1245789568 : 	0	0	0	0	55	55	E	48	
1245911288 : 	0	0	0	0	55	55	11	45	
1245949368 : 	0	0	0	0	55	55	12	44	
1246070408 : 	0	0	0	0	55	55	15	41	
1246110528 : 	0	0	0	0	55	55	16	40	
1246191956 : 	0	0	0	0	55	55	18	3E	
1246271524 : 	0	0	0	0	55	55	1A	3C	
1246310192 : 	0	0	0	0	55	55	1B	3B	
1246391372 : 	0	0	0	0	55	55	1D	39	
1246469316 : 	0	0	0	0	55	55	1F	37	
1246509432 : 	0	0	0	0	55	55	20	36	
1246590948 : 	0	0	0	0	55	55	22	34	
1246671784 : 	0	0	0	0	55	55	24	32	
1246711648 : 	0	0	0	0	55	55	25	31	
1246791548 : 	0	0	0	0	55	55	27	2F	
1246871532 : 	0	0	0	0	55	55	29	2D	
1246911908 : 	0	0	0	0	55	55	2A	2C	
1246990788 : 	0	0	0	0	55	55	2C	2A	
1247070516 : 	0	0	0	0	55	55	2E	28	
1247111572 : 	0	0	0	0	55	55	2F	27	
1247189688 : 	0	0	0	0	55	55	31	25	
1247270352 : 	0	0	0	0	55	55	33	23	
1247309708 : 	0	0	0	0	55	55	34	22	
1247349740 : 	0	0	0	0	55	55	35	21	
1247390804 : 	0	0	0	0	55	55	36	20	
1247472144 : 	0	0	0	0	55	55	38	1E	
1247511836 : 	0	0	0	0	55	55	39	1D	
1247590972 : 	0	0	0	0	55	55	3B	1B	
1247669852 : 	0	0	0	0	55	55	3D	19	
1247711928 : 	0	0	0	0	55	55	3E	18	
1247790296 : 	0	0	0	0	55	55	40	16	
1247870620 : 	0	0	0	0	55	55	42	14	
1247911676 : 	0	0	0	0	55	55	43	13	
1247991924 : 	0	0	0	0	55	55	45	11	
1248070456 : 	0	0	0	0	55	55	47	F	
1248109980 : 	0	0	0	0	55	55	48	E	
1248190220 : 	0	0	0	0	55	55	4A	C	
1248269868 : 	0	0	0	0	55	55	4C	A	
1248309900 : 	0	0	0	0	55	55	4D	9	
1248392096 : 	0	0	0	0	55	55	4F	7	
1248471656 : 	0	0	0	0	55	55	51	5	
1248511608 : 	0	0	0	0	55	55	52	4	
1248591336 : 	0	0	0	0	55	55	54	2	
1248671924 : 	0	0	0	0	55	55	56	0	
1248708892 : 	0	0	0	0	55	55	57	FF	
1248791088 : 	0	0	0	0	55	55	59	FD	
1248871668 : 	0	0	0	0	55	55	5B	FB	
1248911700 : 	0	0	0	0	55	55	5C	FA	
1249269900 : 	0	0	0	0	55	55	65	F1	
1249590004 : 	0	0	0	0	55	55	6D	E9	
1249670248 : 	0	0	0	0	55	55	6F	E7	
1249709852 : 	0	0	0	0	55	55	70	E6	
1249790100 : 	0	0	0	0	55	55	72	E4	
1249870588 : 	0	0	0	0	55	55	74	E2	
1249910112 : 	0	0	0	0	55	55	75	E1	
1249990012 : 	0	0	0	0	55	55	77	DF	
1250071780 : 	0	0	0	0	55	55	79	DD	
1250111568 : 	0	0	0	0	55	55	7A	DC	
1250191036 : 	0	0	0	0	55	55	7C	DA	
1250271700 : 	0	0	0	0	55	55	7E	D8	
1250312252 : 	0	0	0	0	55	55	7F	D7	
1250391808 : 	0	0	0	0	55	55	81	D5	
1250471708 : 	0	0	0	0	55	55	83	D3	
1250512168 : 	0	0	0	0	55	55	84	D2	
1250591132 : 	0	0	0	0	55	55	86	D0	
1250630148 : 	0	0	0	0	55	55	87	CF	
1250670860 : 	0	0	0	0	55	55	88	CE	
1250711068 : 	0	0	0	0	55	55	89	CD	
1250790884 : 	0	0	0	0	55	55	8B	CB	
1250872144 : 	0	0	0	0	55	55	8D	C9	
1250909880 : 	0	0	0	0	55	55	8E	C8	
1250992416 : 	0	0	0	0	55	55	90	C6	
1251071296 : 	0	0	0	0	55	55	92	C4	
1251111844 : 	0	0	0	0	55	55	93	C3	
1251192508 : 	0	0	0	0	55	55	95	C1	
1251269856 : 	0	0	0	0	55	55	97	BF	
1251310748 : 	0	0	0	0	55	55	98	BE	
1251392516 : 	0	0	0	0	55	55	9A	BC	
1251430084 : 	0	0	0	0	55	55	9B	BB	
1251469948 : 	0	0	0	0	55	55	9C	BA	
1251512108 : 	0	0	0	0	55	55	9D	B9	
1251590136 : 	0	0	0	0	55	55	9F	B7	
1251630092 : 	0	0	0	0	55	55	A0	B6	
1251671908 : 	0	0	0	0	55	55	A1	B5	
1251710920 : 	0	0	0	0	55	55	A2	B4	
1251790228 : 	0	0	0	0	55	55	A4	B2	
1251830864 : 	0	0	0	0	55	55	A5	B1	
1251871404 : 	0	0	0	0	55	55	A6	B0	
1251911012 : 	0	0	0	0	55	55	A7	AF	
1251949940 : 	0	0	0	0	55	55	A8	AE	
1251992444 : 	0	0	0	0	55	55	A9	AD	
1252030528 : 	0	0	0	0	55	55	AA	AC	
1252070984 : 	0	0	0	0	55	55	AB	AB	
1252110428 : 	0	0	0	0	55	55	AC	AA	
1252149524 : 	0	0	0	0	55	55	AD	A9	
1252190576 : 	0	0	0	0	55	55	AE	A8	
1252231548 : 	0	0	0	0	55	55	AF	A7	
1252269968 : 	0	0	0	0	55	55	B0	A6	
1252309916 : 	0	0	0	0	55	55	B1	A5	
1252389908 : 	0	0	0	0	55	55	B3	A3	
1252430880 : 	0	0	0	0	55	55	B4	A2	
1252471932 : 	0	0	0	0	55	55	B5	A1	
1252512048 : 	0	0	0	0	55	55	B6	A0	
1252592200 : 	0	0	0	0	55	55	B8	9E	
1252632324 : 	0	0	0	0	55	55	B9	9D	
1252670400 : 	0	0	0	0	55	55	BA	9C	
1252710948 : 	0	0	0	0	55	55	BB	9B	
1252790592 : 	0	0	0	0	55	55	BD	99	
1252831476 : 	0	0	0	0	55	55	BE	98	
1252872368 : 	0	0	0	0	55	55	BF	97	
1252911716 : 	0	0	0	0	55	55	C0	96	
1252991364 : 	0	0	0	0	55	55	C2	94	
1253032588 : 	0	0	0	0	55	55	C3	93	
1253071348 : 	0	0	0	0	55	55	C4	92	
1253112148 : 	2	2	2	0	55	55	C5	8B	
1253192640 : 	2	2	2	2	55	55	C7	87	
1253230892 : 	2	2	2	2	55	55	C8	86	
1253391376 : 	3	3	3	3	55	55	CC	7E	
1253433108 : 	3	3	3	3	55	55	CD	7D	
1253470932 : 	3	3	3	3	55	55	CE	7C	
1253630560 : 	4	3	4	4	55	55	D2	75	
1253788752 : 	4	4	4	4	55	55	D6	70	
1253832520 : 	4	4	4	4	55	55	D7	6F	
1254230320 : 	5	5	5	5	55	55	E1	61	
1254630928 : 	5	5	5	5	55	55	EB	57	
1254668924 : 	5	5	5	5	55	55	EC	56	
1254948920 : 	5	5	5	5	55	55	F3	4F	
1255068852 : 	6	6	6	6	55	55	F6	48	
1255148916 : 	6	6	6	6	55	55	F8	46	
1255869120 : 	7	7	7	7	55	55	A	30	
1255949020 : 	7	7	7	7	55	55	C	2E	
1256109084 : 	8	8	8	8	55	55	10	26	
1256189148 : 	8	8	8	8	55	55	12	24	
1256508500 : 	9	9	9	9	55	55	1A	18	
1256909436 : 	A	A	A	A	55	55	24	A	
1257149568 : 	A	A	A	A	55	55	2A	4	
1257669508 : 	B	B	B	B	55	55	37	F3	
1257909384 : 	B	B	B	B	55	55	3D	ED	
1258389288 : 	D	C	D	C	55	55	49	DB	
1258709480 : 	D	D	D	D	55	55	51	D1	
1259069548 : 	D	D	D	D	55	55	5A	C8	
1259269548 : 	E	D	D	D	55	55	5F	C2	
1259509588 : 	E	E	E	E	55	55	65	B9	
1259549620 : 	E	E	E	E	55	55	66	B8	
1259629524 : 	E	E	E	E	55	55	68	B6	
1259789412 : 	F	F	F	F	55	55	6C	AE	
1260309436 : 	F	F	F	10	55	55	79	A0	
1260949580 : 	F	F	F	F	55	55	89	91	
1261109880 : 	F	F	F	F	55	55	8D	8D	
1261429652 : 	F	F	F	F	55	55	95	85	
1261509976 : 	F	F	F	F	55	55	97	83	
1261549928 : 	F	F	F	F	55	55	98	82	
1261629828 : 	F	F	F	F	55	55	9A	80	
1261909648 : 	F	F	F	F	55	55	A1	79	
1261989632 : 	F	F	F	F	55	55	A3	77	
1262029668 : 	F	F	F	F	55	55	A4	76	
1263229780 : 	10	10	10	10	55	55	C2	54	
1263270156 : 	10	10	10	10	55	55	C3	53	
1263309680 : 	F	F	10	F	55	55	C4	55	
1263550232 : 	F	F	F	F	55	55	CA	50	
1263590012 : 	F	F	F	F	55	55	CB	4F	
1263710116 : 	F	F	F	F	55	55	CE	4C	
1263830060 : 	F	F	F	F	55	55	D1	49	
1263870008 : 	F	F	F	F	55	55	D2	48	
1264109624 : 	F	F	F	F	55	55	D8	42	
1264190028 : 	F	F	F	F	55	55	DA	40	
1264310132 : 	F	F	F	F	55	55	DD	3D	
1264349060 : 	F	F	F	F	55	55	DE	3C	
1264510144 : 	E	E	E	E	55	55	E2	3C	
1264590124 : 	E	E	E	E	55	55	E4	3A	
1264629052 : 	E	E	E	E	55	55	E5	39	
1264670360 : 	E	E	E	E	55	55	E6	38	
1264949840 : 	D	D	D	D	55	55	ED	35	
1264989204 : 	D	D	D	D	55	55	EE	34	
1265230596 : 	C	C	C	C	55	55	F4	32	
1265830104 : 	B	B	B	B	55	55	3	27	
1265950376 : 	A	A	A	A	55	55	6	28	
1266630632 : 	9	9	9	9	55	55	17	1B	
1266990436 : 	8	8	8	8	55	55	20	16	
1267230224 : 	7	7	7	7	55	55	26	14	
1267270596 : 	7	7	7	7	55	55	27	13	
1267350836 : 	7	7	7	7	55	55	29	11	
1267390788 : 	7	7	7	7	55	55	2A	10	
1267430572 : 	7	7	7	7	55	55	2B	F	
1267550840 : 	7	7	7	7	55	55	2E	C	
1267710812 : 	6	6	6	6	55	55	32	C	
1267750848 : 	6	6	6	6	55	55	33	B	
1267910900 : 	6	6	6	6	55	55	37	7	
1267950340 : 	6	6	6	6	55	55	38	6	
1268070452 : 	6	6	6	6	55	55	3B	3	
1268110488 : 	5	6	6	6	55	55	3C	3	
1268471136 : 	5	5	5	5	55	55	45	FD	
1268550612 : 	5	5	5	5	55	55	47	FB	
1268590816 : 	4	4	4	4	55	55	48	FE	
1268630172 : 	4	4	4	4	55	55	49	FD	
1268790992 : 	4	4	4	4	55	55	4D	F9	
1268830516 : 	4	4	4	4	55	55	4E	F8	
1268871060 : 	4	4	4	4	55	55	4F	F7	
1268911188 : 	4	4	4	4	55	55	50	F6	
1268950792 : 	4	4	4	4	55	55	51	F5	
1268990148 : 	4	3	4	3	55	55	52	F6	
1269030776 : 	3	3	3	3	55	55	53	F7	
1269150804 : 	3	3	3	3	55	55	56	F4	
1269191172 : 	3	3	3	3	55	55	57	F3	
1269350552 : 	3	3	3	3	55	55	5B	EF	
1269550892 : 	2	2	2	2	55	55	60	EE	
1269750640 : 	2	2	2	2	55	55	65	E9	
1269830456 : 	0	0	0	0	55	55	67	EF	
1269910868 : 	0	0	0	0	55	55	69	ED	
1270149888 : 	0	0	0	0	55	55	6F	E7	
1270190688 : 	0	0	0	0	55	55	70	E6	
1270230720 : 	0	0	0	0	55	55	71	E5	
1270270416 : 	0	0	0	0	55	55	72	E4	
1270311300 : 	0	0	0	0	55	55	73	E3	
1270350920 : 	0	0	0	0	55	55	74	E2	
1270430732 : 	0	0	0	0	55	55	76	E0	
1270470508 : 	0	0	0	0	55	55	77	DF	
